brand,model,engine_type,fuel,transmission,km,price,year,type
Škoda,ENYAQ,,Electric,Automatic,45160.0,549900,2022.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,27057.0,474900,2023.0,autojarov
Peugeot,BOXER,2.2 BLUE,Diesel,Manual,127209.0,378000,2020.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,23758.0,699900,2025.0,autojarov
Audi,Q5,,Diesel,Automatic,0.0,1819900,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1384700,2026.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,17597.0,1119000,2025.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,19937.0,1109000,2025.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,14152.0,439000,2024.0,autojarov
Volkswagen,Touran,2.0 TDI,Diesel,Automatic,11489.0,824000,2025.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,8974.0,529000,2025.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,0.0,788000,2026.0,autojarov
Audi,A6,,Diesel,Automatic,150389.0,724000,2021.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,983400,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,934800,2026.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,0.0,1187200,2026.0,autojarov
Škoda,SUPERB,2.0 TSI,Petrol,Automatic,0.0,1482500,2026.0,autojarov
Audi,A6,,Diesel,Automatic,94119.0,869900,2021.0,autojarov
Volkswagen Užitkové vozy,Caravelle,2.0 TDI,Diesel,Manual,0.0,1149000,2025.0,autojarov
Škoda,SCALA,1.5 TSI,Petrol,Automatic,0.0,692800,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1388900,2026.0,autojarov
Porsche,CAYENNE,4.0 GTS,Petrol,Automatic,158610.0,1749900,2022.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Automatic,116497.0,564900,2020.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Cng,Automatic,47234.0,489900,2022.0,autojarov
Mitsubishi,ASX,1.6 NIVEC,Petrol,Manual,90433.0,239900,2016.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,19038.0,749900,2024.0,autojarov
Toyota,YARIS,1.5 HYBRID,Hybrid,Automatic,21356.0,599900,2023.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,157456.0,239900,2022.0,autojarov
Audi,Q3,,Petrol,Automatic,0.0,1107900,2026.0,autojarov
Volkswagen Užitkové vozy,Transporter,,Diesel,Manual,113111.0,499900,2019.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,59417.0,479900,2021.0,autojarov
Škoda,KODIAQ,1.5 TSI,Hybrid,Automatic,25734.0,1169900,2025.0,autojarov
CUPRA,Leon,1.5 TSI,Petrol,Manual,0.0,672900,2026.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,20975.0,709900,2024.0,autojarov
BMW,XD,,Diesel,Manual,87910.0,283000,2014.0,autojarov
Volkswagen Užitkové vozy,Caddy,1.4 TSI,Petrol,Manual,143338.0,463000,2021.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,16255.0,539900,2025.0,autojarov
Volkswagen,Passat,1.5 TSI,Petrol,Automatic,67611.0,499900,2021.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,77012.0,539900,2023.0,autojarov
Volkswagen,Golf,1.2 TSI,Petrol,Automatic,176905.0,179900,2014.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1602600,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1440100,2026.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,0.0,1279900,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Manual,0.0,637800,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,0.0,667800,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,781300,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,746300,2026.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,0.0,674900,2026.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,0.0,650900,2026.0,autojarov
CUPRA,Leon,1.5 TSI,Petrol,Manual,0.0,669900,2026.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,0.0,793500,2026.0,autojarov
Volkswagen,T-Cross,1.0 TSI,Petrol,Automatic,0.0,709900,2026.0,autojarov
Volkswagen,T-Cross,1.0 TSI,Petrol,Manual,0.0,574900,2026.0,autojarov
Volkswagen,T-Cross,1.0 TSI,Petrol,Manual,0.0,571900,2026.0,autojarov
Volkswagen,T-Roc,1.5 ETSI,Petrol,Automatic,0.0,653900,2026.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,0.0,649900,2026.0,autojarov
CUPRA,Leon,2.0 TSI,Petrol,Automatic,0.0,799900,2026.0,autojarov
CUPRA,Leon,1.5 ETSI,Hybrid,Automatic,0.0,849900,2026.0,autojarov
CUPRA,Leon,1.5 ETSI,Hybrid,Automatic,0.0,759900,2026.0,autojarov
CUPRA,Leon,1.5 ETSI,Hybrid,Automatic,0.0,739900,2026.0,autojarov
CUPRA,Leon,2.0 TSI,Petrol,Automatic,0.0,839900,2026.0,autojarov
CUPRA,Leon,2.0 TSI,Petrol,Automatic,0.0,879900,2026.0,autojarov
Volkswagen,T-Roc,1.5 ETSI,Petrol,Automatic,0.0,662900,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,2.0 TDI,Diesel,Automatic,0.0,883300,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,2.0 TDI,Diesel,Manual,0.0,898589,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,1.5 TSI,Petrol,Automatic,0.0,894076,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,75850.0,499900,2023.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,15150.0,538000,2025.0,autojarov
Volkswagen Užitkové vozy,Entry,2.0 TDI,Diesel,Automatic,0.0,1329900,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,1.5 TSI,Petrol,Manual,0.0,799900,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,1.5 TSI,Petrol,Manual,0.0,899900,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,2.0 TDI,Diesel,Automatic,0.0,1059900,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,2.0 TDI,Diesel,Automatic,0.0,1539900,2026.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,0.0,891900,2026.0,autojarov
Škoda,OCTAVIA,2.0 TSI,Petrol,Automatic,0.0,1151200,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1362700,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1383000,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,2.0 TDI,Diesel,Automatic,0.0,1769900,2026.0,autojarov
Volkswagen Užitkové vozy,let,2.0 TDI,Diesel,Manual,0.0,819900,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1507700,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1528000,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1433000,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1411000,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1429000,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,24919.0,599900,2024.0,autojarov
Honda,CR-V,2.0 I,Hybrid,Automatic,0.0,1199900,2026.0,autojarov
Škoda,KODIAQ,1.5 TSI,Petrol,Automatic,0.0,1063000,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,790300,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,815300,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,904300,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,841800,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,58832.0,639900,2024.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,791800,2026.0,autojarov
Audi,Q5,2.0 TDI,Diesel,Automatic,184244.0,549900,2018.0,autojarov
Volkswagen Užitkové vozy,Caravelle,2.0 TDI,Diesel,Manual,75413.0,674000,2018.0,autojarov
CUPRA,Ateca,2.0 TSI,Petrol,Automatic,0.0,954900,2026.0,autojarov
CUPRA,Ateca,2.0 TSI,Petrol,Automatic,0.0,934900,2026.0,autojarov
CUPRA,Ateca,2.0 TSI,Petrol,Automatic,0.0,942900,2026.0,autojarov
CUPRA,Ateca,2.0 TSI,Petrol,Automatic,0.0,939900,2026.0,autojarov
CUPRA,Formentor,1.5 ETSI,Petrol,Automatic,0.0,849900,2026.0,autojarov
CUPRA,Formentor,1.5 ETSI,Petrol,Automatic,0.0,824900,2026.0,autojarov
CUPRA,Formentor,1.5 TSI,Petrol,Manual,0.0,739900,2026.0,autojarov
Volkswagen,ID.,,Electric,Automatic,0.0,1570000,2026.0,autojarov
Škoda,OCTAVIA,1.4 TSI,Petrol,Manual,138521.0,289900,2016.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,18011.0,454000,2024.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,30853.0,409900,2024.0,autojarov
Škoda,CITIGO,1.0 MPI,Petrol,Manual,109696.0,199900,2019.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,181352.0,489900,2019.0,autojarov
Volkswagen Užitkové vozy,Multivan,6.1 HL,Diesel,Automatic,118193.0,1169900,2020.0,autojarov
Honda,CIVIC,2.0 I,Hybrid,Automatic,0.0,839900,2026.0,autojarov
Volkswagen,Golf,1.0 TSI,Petrol,Manual,97450.0,399900,2022.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,42172.0,829900,2024.0,autojarov
Honda,ZR-V,2.0 I,Hybrid,Automatic,0.0,759900,2026.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,0.0,543900,2026.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,0.0,545900,2026.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,0.0,920000,2026.0,autojarov
Škoda,KAROQ,2.0 TDI,Diesel,Automatic,0.0,1060000,2026.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,0.0,960000,2026.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Manual,0.0,808400,2026.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,142315.0,219900,2018.0,autojarov
CUPRA,Formentor,1.5 ETSI,Petrol,Automatic,0.0,804900,2026.0,autojarov
CUPRA,Formentor,2.0 TSI,Petrol,Automatic,0.0,919900,2026.0,autojarov
Volkswagen Užitkové vozy,CADDY,2.0 TDI,Diesel,Manual,93918.0,429900,2021.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,13271.0,544000,2025.0,autojarov
SEAT,Leon,1.5 TSI,Petrol,Manual,0.0,582900,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,24301.0,543000,2025.0,autojarov
CUPRA,Formentor,2.0 TDI,Diesel,Automatic,34080.0,659900,2022.0,autojarov
Audi,Q7,,Diesel,Automatic,150233.0,1174900,2021.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,23627.0,684900,2024.0,autojarov
CUPRA,Terramar,2.0 TSI,Petrol,Automatic,0.0,1254900,2026.0,autojarov
CUPRA,Terramar,2.0 TSI,Petrol,Automatic,0.0,1154900,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,12591.0,559900,2025.0,autojarov
Škoda,KODIAQ,1.5 TSI,Hybrid,Automatic,20780.0,1169000,2025.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Automatic,10518.0,479900,2025.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,0.0,777900,2026.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,0.0,652900,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1458100,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1524000,2026.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,120267.0,209900,2020.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,66785.0,449900,2022.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,37905.0,799900,2024.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,17715.0,1049000,2024.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,37339.0,588000,2024.0,autojarov
Audi,A6,,Diesel,Automatic,173128.0,629900,2020.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,110565.0,299900,2020.0,autojarov
Audi,Q5,,Diesel,Automatic,32691.0,1139000,2025.0,autojarov
SEAT,Leon,1.5 TSI,Petrol,Manual,106539.0,319000,2019.0,autojarov
Volkswagen Užitkové vozy,T6,2.0 TDI,Diesel,Automatic,189749.0,574000,2019.0,autojarov
Volkswagen,T-Roc,1.5 ETSI,Petrol,Automatic,0.0,777000,2026.0,autojarov
Volkswagen,T-Roc,1.5 ETSI,Petrol,Automatic,0.0,770000,2026.0,autojarov
Volkswagen,GOLF,1.5 TSI,Petrol,Manual,108430.0,379900,2020.0,autojarov
Opel,ASTRA,1.6 CDTI,Diesel,Manual,69279.0,209900,2018.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,15777.0,764000,2025.0,autojarov
Volkswagen,ID.,,Electric,Automatic,0.0,999900,2026.0,autojarov
Volkswagen,Tiguan,1.5 TSI,Hybrid,Automatic,0.0,985900,2026.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Automatic,0.0,1176900,2026.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1149900,2026.0,autojarov
Volkswagen,Tayron,1.5 ETSI,Petrol,Automatic,0.0,954900,2026.0,autojarov
Volkswagen,Tiguan,1.5 ETSI,Petrol,Automatic,0.0,1063900,2026.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1052900,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,108599.0,459000,2021.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1143900,2026.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,34950.0,689000,2024.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,29518.0,499000,2024.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Manual,18469.0,699000,2024.0,autojarov
Honda,CR-V,2.0 I,Hybrid,Automatic,0.0,1014900,2026.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,21140.0,439000,2024.0,autojarov
Volkswagen,Touran,2.0 TDI,Diesel,Automatic,95331.0,589900,2019.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,104956.0,589900,2021.0,autojarov
Audi,A6,3.0 BITDI,Diesel,Automatic,166629.0,499000,2014.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Automatic,128509.0,449900,2019.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,126081.0,799900,2022.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,30493.0,889900,2024.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,8782.0,569900,2024.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,15106.0,719900,2024.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,24718.0,729000,2025.0,autojarov
Volkswagen,Golf,1.2 TSI,Petrol,Automatic,119776.0,249900,2015.0,autojarov
Škoda,OCTAVIA,2.0 TSI,Petrol,Automatic,19187.0,859000,2024.0,autojarov
SEAT,Arona,,Petrol,Manual,0.0,475900,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,35366.0,649900,2024.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Automatic,128190.0,629000,2021.0,autojarov
SEAT,Arona,,Petrol,Automatic,0.0,599900,2026.0,autojarov
SEAT,Arona,,Petrol,Automatic,0.0,596900,2026.0,autojarov
Škoda,FABIA,1.0 MPI,Petrol,Manual,14570.0,359000,2024.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,9301.0,669900,2025.0,autojarov
Škoda,SCALA,1.5 TSI,Petrol,Automatic,38051.0,519900,2023.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,50072.0,1049900,2024.0,autojarov
Volkswagen,ECO,1.0 CNG,Cng,Manual,177383.0,149900,2022.0,autojarov
Škoda,OCTAVIA,2.0 TSI,Petrol,Automatic,35741.0,759900,2023.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Manual,93967.0,464000,2020.0,autojarov
Škoda,KODIAQ,1.5 TSI,Petrol,Automatic,0.0,1168900,2026.0,autojarov
Škoda,YETI,2.0 TDI,Diesel,Manual,60663.0,284000,2017.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,0.0,1299900,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,2.0 TDI,Diesel,Automatic,0.0,1614900,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,2.0 TDI,Diesel,Automatic,0.0,1439900,2026.0,autojarov
Audi,S6,,Diesel,Automatic,17401.0,1459900,2024.0,autojarov
Volkswagen Užitkové vozy,Akční,1.5 TSI,Petrol,Manual,0.0,729900,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,27102.0,599000,2024.0,autojarov
Volkswagen,Tiguan,1.5 ETSI,Petrol,Automatic,30832.0,849900,2024.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,18635.0,634000,2025.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Manual,26027.0,489000,2024.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,26461.0,399000,2024.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,26699.0,679000,2025.0,autojarov
Škoda,OCTAVIA,1.4 TSI,Petrol,Manual,135986.0,274000,2015.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,12139.0,679900,2023.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,15612.0,498000,2024.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,127691.0,619900,2021.0,autojarov
Škoda,ELROQ,,Electric,Automatic,0.0,1198500,2026.0,autojarov
Škoda,KAMIQ,1.5 TSI,Petrol,Automatic,0.0,691700,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,0.0,589200,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Manual,0.0,600700,2026.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,19594.0,424000,2024.0,autojarov
Škoda,KAROQ,2.0 TDI,Diesel,Manual,169158.0,449000,2020.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,34693.0,524000,2023.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,40722.0,569000,2023.0,autojarov
Volkswagen,Tiguan,1.5 TSI,Petrol,Manual,90670.0,439000,2019.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Manual,11423.0,498000,2024.0,autojarov
Volkswagen,T-Roc,1.5 ETSI,Petrol,Automatic,5000.0,696000,2026.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,0.0,650670,2026.0,autojarov
Mercedes-Benz,Mercedes,,Diesel,Manual,127873.0,409900,2017.0,autojarov
Volkswagen,Tiguan,1.5 ETSI,Petrol,Automatic,25966.0,849900,2024.0,autojarov
Honda,CR-V,1.6 LIFESTYLE,Diesel,Automatic,164550.0,289000,2016.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,900700,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,874200,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,26482.0,724000,2024.0,autojarov
Volkswagen,BEETLE,1.2 TSI,Petrol,Automatic,131175.0,273000,2016.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1379000,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,18591.0,729000,2025.0,autojarov
Volkswagen,Polo,1.0 TSI,Petrol,Manual,0.0,527900,2026.0,autojarov
Volkswagen,Tiguan,1.5 ETSI,Petrol,Automatic,25215.0,849900,2024.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,0.0,664900,2026.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,181080.0,219900,2021.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,87769.0,474000,2021.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,35743.0,929000,2022.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,51231.0,544000,2024.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,22430.0,724000,2024.0,autojarov
Škoda,KAMIQ,1.5 TSI,Petrol,Manual,0.0,637600,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1479900,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,12969.0,669900,2025.0,autojarov
Volkswagen,TAIGO,1.0 TSI,Petrol,Manual,54098.0,434900,2022.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,94901.0,399900,2019.0,autojarov
Volkswagen,TIGUAN,1.5 TSI,Petrol,Automatic,48463.0,654000,2022.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,0.0,593300,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Manual,0.0,553800,2026.0,autojarov
Škoda,FABIA,1.5 TSI,Petrol,Automatic,12272.0,559900,2025.0,autojarov
SEAT,LEON,1.5 TSI,Petrol,Manual,80422.0,399000,2021.0,autojarov
Volkswagen,Passat,1.5 ETSI,Petrol,Automatic,28864.0,809000,2024.0,autojarov
CUPRA,Formentor,1.5 ETSI,Hybrid,Automatic,10000.0,799900,2025.0,autojarov
