brand,model,engine_type,fuel,transmission,km,price,year,type
CUPRA,Formentor,1.5 TSI,Petrol,Automatic,91745.0,576000,2022.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,27604.0,599000,2025.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,30436.0,1174900,2024.0,autojarov
Kia,CEED,1.6 CRDI,Diesel,Manual,145808.0,207000,2017.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,105440.0,534000,2018.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,10558.0,489900,2025.0,autojarov
Škoda,ENYAQ,,Electric,Automatic,63296.0,499000,2022.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,117756.0,419900,2017.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,26152.0,634000,2024.0,autojarov
SEAT,Ateca,1.5 TSI,Petrol,Manual,0.0,706300,2026.0,autojarov
Škoda,SCALA,1.6 TDI,Diesel,Manual,157273.0,322000,2020.0,autojarov
SEAT,Ateca,1.5 TSI,Petrol,Manual,0.0,686300,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,10000.0,1348000,2025.0,autojarov
Škoda,KAROQ,2.0 TDI,Diesel,Automatic,10000.0,976000,2025.0,autojarov
Škoda,KAMIQ,1.5 TSI,Petrol,Automatic,8000.0,669000,2025.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,7000.0,837000,2025.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Automatic,15000.0,589000,2025.0,autojarov
Škoda,ENYAQ,,Electric,Automatic,5000.0,1099000,2025.0,autojarov
Škoda,ELROQ,,Electric,Automatic,5000.0,989000,2025.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,5000.0,1269000,2025.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,5000.0,599000,2025.0,autojarov
Hyundai,TUCSON,1.6 CRDI,Diesel,Manual,61355.0,384000,2020.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,15134.0,1043000,2024.0,autojarov
Volkswagen,Golf,2.0 TDI,Diesel,Automatic,189193.0,309000,2017.0,autojarov
Audi,A6,,Hybrid,Automatic,151385.0,639900,2021.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,37504.0,498000,2024.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Automatic,12130.0,479900,2025.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,73254.0,499900,2019.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,11694.0,649900,2025.0,autojarov
Audi,Q7,,Petrol,Automatic,84074.0,1369900,2022.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Automatic,0.0,579000,2026.0,autojarov
Škoda,KODIAQ,2.0 TSI,Petrol,Automatic,0.0,1439000,2026.0,autojarov
Volkswagen Užitkové vozy,Crafter,,Diesel,Automatic,0.0,1249900,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,68363.0,419000,2021.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,0.0,1119000,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,835000,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,0.0,789000,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1229000,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,,Diesel,Manual,0.0,1164900,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,0.0,629000,2026.0,autojarov
Honda,CR-V,2.0 HYBRID,Hybrid,Automatic,83257.0,634000,2021.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,0.0,638200,2026.0,autojarov
Škoda,SUPERB,1.5 TSI,Petrol,Automatic,140888.0,429000,2021.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,93260.0,469000,2022.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,12393.0,458000,2024.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,17237.0,424000,2024.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,14740.0,538000,2025.0,autojarov
Volkswagen,Passat,1.5 ETSI,Petrol,Automatic,29906.0,814900,2024.0,autojarov
Volkswagen,Tiguan,1.5 ETSI,Petrol,Automatic,29033.0,784900,2024.0,autojarov
Volkswagen Užitkové vozy,Transporter,2.0 TDI,Diesel,Manual,134588.0,484000,2018.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,16563.0,599000,2024.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,116533.0,454900,2021.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,130220.0,399900,2020.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,172376.0,319900,2021.0,autojarov
Audi,A3,1.4 TFSI,Petrol,Manual,107092.0,154000,2010.0,autojarov
Volkswagen,T-Cross,1.0 TSI,Petrol,Manual,97284.0,344000,2022.0,autojarov
CUPRA,Formentor,1.5 ETSI,Hybrid,Automatic,5000.0,879900,2025.0,autojarov
SEAT,Arona,1.0 TSI,Petrol,Manual,1500.0,524900,2025.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,30609.0,629900,2024.0,autojarov
Volkswagen,Passat,1.5 ETSI,Petrol,Automatic,26263.0,818000,2024.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,147727.0,204900,2020.0,autojarov
Nissan,Qashqai,1.3 DIG,Petrol,Manual,69463.0,364000,2021.0,autojarov
Volkswagen,Passat,1.4 TSI,Hybrid,Automatic,153646.0,359900,2017.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Automatic,32678.0,879900,2024.0,autojarov
Audi,Q7,3.0 TDI,Diesel,Automatic,184818.0,649900,2018.0,autojarov
Volkswagen,ARTEON,2.0 TDI,Diesel,Automatic,128462.0,559900,2022.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,10281.0,684000,2024.0,autojarov
Škoda,Kodiaq,2.0 TDI,Diesel,Automatic,45988.0,1149900,2024.0,autojarov
Audi,Q3,,Petrol,Automatic,0.0,1429000,2026.0,autojarov
Volkswagen,Golf,1.6 TDI,Diesel,Automatic,139971.0,294000,2018.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,133410.0,214900,2021.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,0.0,1149000,2026.0,autojarov
Škoda,SCALA,1.5 TSI,Petrol,Manual,0.0,569900,2026.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,0.0,966000,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,0.0,664900,2026.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,71980.0,369900,2023.0,autojarov
Hyundai,i20,,Petrol,Manual,78448.0,169900,2019.0,autojarov
Audi,Q5,,Diesel,Automatic,11483.0,1529900,2025.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,0.0,608900,2026.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,0.0,644900,2026.0,autojarov
Volkswagen,Taigo,1.5 TSI,Petrol,Automatic,0.0,687900,2026.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,0.0,589900,2026.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,26765.0,649900,2024.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,24962.0,649900,2024.0,autojarov
Volkswagen,Golf,2.0 TDI,Diesel,Manual,57834.0,494000,2021.0,autojarov
Audi,A3,,Petrol,Automatic,29958.0,619000,2022.0,autojarov
Škoda,OCTAVIA,1.4 TSI,Hybrid,Automatic,56840.0,549900,2021.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,155596.0,564000,2020.0,autojarov
Škoda,OCTAVIA,1.2 TSI,Petrol,Manual,160737.0,164000,2013.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,133839.0,579000,2023.0,autojarov
Škoda,SCALA,1.5 TSI,Petrol,Automatic,70390.0,434000,2021.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,31419.0,569000,2024.0,autojarov
CUPRA,Terramar,2.0 TSI,Petrol,Automatic,0.0,1119900,2026.0,autojarov
CUPRA,Leon,2.0 TSI,Petrol,Automatic,0.0,949900,2026.0,autojarov
Volkswagen,Tiguan,1.5 ETSI,Petrol,Automatic,28957.0,798800,2024.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,40340.0,1099000,2024.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,0.0,469900,2026.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Automatic,0.0,494900,2026.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,25295.0,649900,2024.0,autojarov
Volkswagen,Tiguan,2.0 TSI,Petrol,Automatic,72169.0,594000,2019.0,autojarov
Volkswagen,GOLF,1.5 ETSI,Petrol,Automatic,22434.0,584000,2023.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,22936.0,390000,2023.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,14561.0,652000,2025.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,148083.0,589900,2021.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,31779.0,384000,2021.0,autojarov
Volkswagen,Golf,1.0 TSI,Petrol,Manual,41012.0,429900,2022.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,15234.0,699000,2025.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,18299.0,479900,2025.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,18834.0,664000,2025.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,96771.0,479900,2023.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Cng,Automatic,113202.0,390000,2021.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,18613.0,733000,2024.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,12299.0,649900,2025.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Manual,0.0,534300,2026.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,0.0,499300,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,169569.0,394900,2021.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,64110.0,479900,2022.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,17246.0,729000,2025.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,17264.0,724000,2025.0,autojarov
Peugeot,SW,2.0HDI,Diesel,Manual,130951.0,229900,2016.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,28219.0,384000,2024.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,32801.0,569000,2024.0,autojarov
SEAT,Leon,1.5 TSI,Petrol,Manual,0.0,554900,2025.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,22955.0,684000,2024.0,autojarov
Škoda,OCTAVIA,1.4 TSI,Hybrid,Automatic,76076.0,479000,2022.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1529700,2026.0,autojarov
Škoda,SUPERB,1.5 TSI,Petrol,Automatic,97614.0,579900,2021.0,autojarov
Volkswagen,T-ROC,1.5 TSI,Petrol,Automatic,71805.0,509900,2020.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,104085.0,479000,2022.0,autojarov
Renault,KOLEOS,2.0 DCI,Diesel,Automatic,101889.0,389000,2017.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,0.0,606000,2026.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,0.0,599000,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,61784.0,449000,2021.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,52510.0,439000,2022.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Automatic,18790.0,519900,2024.0,autojarov
Škoda,SCALA,1.5 TSI,Petrol,Automatic,26171.0,569000,2024.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,67627.0,439000,2022.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,166002.0,279900,2018.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Manual,105314.0,354000,2022.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,167726.0,199000,2021.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,0.0,815900,2026.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,0.0,796900,2026.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,0.0,795400,2026.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Automatic,18886.0,474000,2025.0,autojarov
Volkswagen,T-ROC,1.5TSI,Petrol,Automatic,32051.0,549900,2022.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,12828.0,459000,2025.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,24617.0,629000,2024.0,autojarov
Škoda,SCALA,1.5 TSI,Petrol,Automatic,23102.0,549000,2024.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,13407.0,738000,2024.0,autojarov
CUPRA,Formentor,,Hybrid,Automatic,0.0,979900,2026.0,autojarov
CUPRA,Formentor,2.0 TSI,Petrol,Automatic,0.0,899900,2026.0,autojarov
SEAT,Leon,1.5 ETSI,Petrol,Automatic,0.0,649900,2026.0,autojarov
SEAT,Leon,1.5 ETSI,Petrol,Automatic,0.0,619900,2026.0,autojarov
SEAT,Leon,1.5 TSI,Petrol,Manual,0.0,549900,2026.0,autojarov
SEAT,Leon,1.5 TSI,Petrol,Manual,0.0,579900,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,27853.0,709900,2024.0,autojarov
CUPRA,LEON,2.0 TSI,Petrol,Automatic,47924.0,729900,2022.0,autojarov
Škoda,OCTAVIA,1.4 TSI,Hybrid,Automatic,72159.0,469900,2022.0,autojarov
Volkswagen,TIGUAN,2.0 TDI,Diesel,Automatic,40982.0,709000,2023.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Manual,0.0,594400,2026.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Manual,0.0,510000,2026.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,0.0,715600,2026.0,autojarov
Volkswagen,T-Cross,1.0 TSI,Petrol,Automatic,0.0,606000,2026.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1099900,2026.0,autojarov
Volkswagen,ID.,,Electric,Automatic,5000.0,1414000,2025.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1105900,2026.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Automatic,18007.0,509900,2024.0,autojarov
Škoda,FABIA,1.0 MPI,Petrol,Manual,10544.0,349000,2024.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,30571.0,944000,2024.0,autojarov
Volkswagen,PASSAT,2.0 TDI,Diesel,Automatic,107685.0,499900,2021.0,autojarov
Audi,A4,,Diesel,Automatic,49961.0,598000,2021.0,autojarov
Peugeot,ALLURE,1.6 BLUEHDI,Diesel,Automatic,127243.0,209900,2016.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,28959.0,384000,2024.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,21853.0,599000,2024.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,18373.0,632000,2024.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,17663.0,599900,2024.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,0.0,447900,2026.0,autojarov
CUPRA,Ateca,2.0 TSI,Petrol,Automatic,0.0,891900,2026.0,autojarov
CUPRA,Ateca,1.5 TSI,Petrol,Automatic,0.0,839900,2026.0,autojarov
CUPRA,Ateca,1.5 TSI,Petrol,Automatic,0.0,824900,2026.0,autojarov
CUPRA,Ateca,1.5 TSI,Petrol,Automatic,0.0,819900,2026.0,autojarov
Volkswagen,PASSAT,1.5 TSI,Petrol,Automatic,59337.0,519000,2021.0,autojarov
Audi,A5,,Diesel,Automatic,0.0,1659900,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,19914.0,699000,2024.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,27850.0,609000,2024.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,55139.0,319900,2022.0,autojarov
CUPRA,Formentor,1.5 TSI,Petrol,Manual,0.0,719900,2026.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,29516.0,579900,2024.0,autojarov
CUPRA,Formentor,1.4 E,Hybrid,Automatic,31569.0,764900,2023.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,21901.0,598800,2024.0,autojarov
Škoda,SUPERB,2.0 TSI,Petrol,Automatic,32942.0,1029900,2024.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1359900,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,12679.0,619900,2024.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,0.0,534300,2026.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Automatic,0.0,603800,2026.0,autojarov
CUPRA,Leon,1.5 ETSI,Hybrid,Automatic,0.0,789900,2026.0,autojarov
Volkswagen,T-Cross,1.0 TSI,Petrol,Automatic,0.0,769300,2026.0,autojarov
Volkswagen,T-Cross,1.0 TSI,Petrol,Automatic,0.0,666000,2026.0,autojarov
Volkswagen,T-Cross,1.0 TSI,Petrol,Automatic,0.0,776800,2026.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,0.0,653700,2026.0,autojarov
Volkswagen,Golf,1.5 TSI,Petrol,Manual,0.0,579800,2026.0,autojarov
Volkswagen,Golf,1.5 TSI,Petrol,Manual,0.0,580900,2026.0,autojarov
Volkswagen,Golf,1.5 TSI,Petrol,Manual,0.0,802400,2026.0,autojarov
Volkswagen,Golf,1.5 TSI,Petrol,Manual,0.0,812600,2026.0,autojarov
Volkswagen,Tayron,2.0 TSI,Petrol,Automatic,0.0,1460000,2026.0,autojarov
Volkswagen,Tayron,2.0 TSI,Petrol,Automatic,0.0,1470200,2026.0,autojarov
Volkswagen,Tayron,2.0 TSI,Petrol,Automatic,0.0,1474200,2026.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1518800,2026.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1507600,2026.0,autojarov
Volkswagen,T-Roc,1.5 ETSI,Petrol,Automatic,0.0,878000,2026.0,autojarov
Volkswagen,T-Roc,1.5 ETSI,Petrol,Automatic,0.0,880000,2026.0,autojarov
Volkswagen,T-Roc,1.5 ETSI,Petrol,Automatic,0.0,922000,2026.0,autojarov
Volkswagen,T-Roc,1.5 ETSI,Petrol,Automatic,0.0,925000,2026.0,autojarov
Volkswagen,T-Roc,1.5 ETSI,Petrol,Automatic,0.0,1054600,2026.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1511700,2026.0,autojarov
Volkswagen,Tiguan,1.5 ETSI,Petrol,Automatic,5000.0,1015000,2025.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,0.0,590000,2026.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,12000.0,585000,2026.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,0.0,586000,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,29800.0,634000,2024.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Automatic,42863.0,454000,2024.0,autojarov
Peugeot,Expert,2.0 BLUE,Diesel,Automatic,148667.0,599000,2018.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,0.0,784800,2026.0,autojarov
Audi,A3,,Petrol,Automatic,18147.0,739000,2025.0,autojarov
Škoda,SCALA,1.5 TSI,Petrol,Automatic,25734.0,549000,2024.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,20394.0,1094000,2024.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,0.0,610000,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,85039.0,469900,2022.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,124454.0,329900,2023.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,122163.0,364000,2022.0,autojarov
Volkswagen,T-Roc,2.0 TDI,Diesel,Manual,90021.0,409000,2022.0,autojarov
Volkswagen,T-Cross,1.0 TSI,Petrol,Manual,42446.0,419000,2021.0,autojarov
CUPRA,Formentor,2.0 TSI,Petrol,Automatic,0.0,1029900,2026.0,autojarov
Škoda,SCALA,1.6 TDI,Diesel,Manual,142382.0,239000,2019.0,autojarov
Volkswagen,Touran,2.0 TDI,Diesel,Automatic,161302.0,409000,2020.0,autojarov
Audi,Q7,,Diesel,Automatic,57602.0,1159900,2020.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,36098.0,559000,2024.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Automatic,22129.0,549000,2024.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,88140.0,329000,2022.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,104595.0,529900,2023.0,autojarov
Audi,Q7,3.0 TDI,Diesel,Automatic,74672.0,899900,2018.0,autojarov
Volkswagen,TIGUAN,1.5 TSI,Petrol,Automatic,67823.0,574900,2020.0,autojarov
Audi,Q3,,Petrol,Automatic,0.0,1599900,2026.0,autojarov
CUPRA,LEON,2.0 TSI,Petrol,Automatic,21525.0,799000,2023.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,172614.0,459000,2020.0,autojarov
Audi,A6,,Hybrid,Automatic,177359.0,539900,2020.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,89470.0,314000,2022.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Automatic,31969.0,824000,2024.0,autojarov
Volkswagen,Tiguan,1.5 ETSI,Petrol,Automatic,0.0,1079900,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Manual,0.0,595200,2026.0,autojarov
