brand,model,engine_type,fuel,transmission,km,price,year,type
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,0.0,624800,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,0.0,751300,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,0.0,675000,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,0.0,789700,2026.0,autojarov
Audi,Q7,,Diesel,Automatic,115141.0,1199900,2020.0,autojarov
Audi,Q3,,Petrol,Automatic,0.0,1439000,2026.0,autojarov
Audi,Q3,,Petrol,Automatic,0.0,1599000,2026.0,autojarov
Audi,Q3,,Petrol,Automatic,0.0,1679000,2026.0,autojarov
Audi,Q3,,Petrol,Automatic,0.0,1179000,2026.0,autojarov
Audi,Q3,,Petrol,Automatic,5000.0,1499000,2026.0,autojarov
Audi,Q3,,Petrol,Automatic,0.0,1619000,2026.0,autojarov
Audi,Q3,2.0 TDI,Diesel,Manual,64610.0,619000,2020.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,0.0,859000,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,0.0,835000,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,42972.0,579000,2023.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,0.0,845000,2026.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,0.0,879000,2026.0,autojarov
Škoda,KAMIQ,1.5 TSI,Petrol,Automatic,0.0,744700,2026.0,autojarov
Škoda,KAROQ,2.0 TDI,Diesel,Automatic,0.0,995000,2026.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Automatic,0.0,529800,2026.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Automatic,0.0,505000,2026.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,0.0,475200,2026.0,autojarov
Škoda,FABIA,1.0 MPI,Petrol,Manual,0.0,399000,2026.0,autojarov
Škoda,FABIA,1.0 MPI,Petrol,Manual,0.0,411300,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1151900,2026.0,autojarov
Audi,Q5,,Diesel,Automatic,65856.0,879900,2022.0,autojarov
SEAT,ARONA,1.0 TSI,Petrol,Manual,28899.0,399000,2022.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Manual,0.0,539900,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,0.0,599900,2026.0,autojarov
SEAT,Leon,1.5 ETSI,Petrol,Automatic,26734.0,539900,2023.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,30408.0,614000,2024.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Automatic,24328.0,609900,2024.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Automatic,31291.0,459000,2024.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,0.0,1119900,2026.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,0.0,1159900,2026.0,autojarov
Škoda,KODIAQ,1.5 TSI,Petrol,Automatic,23322.0,779000,2022.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,16856.0,689000,2024.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,27493.0,599000,2024.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Manual,38494.0,349000,2022.0,autojarov
Audi,Q3,,Diesel,Automatic,12834.0,1139900,2024.0,autojarov
Audi,A4,,Diesel,Automatic,14852.0,1039900,2024.0,autojarov
Audi,A1,,Petrol,Automatic,0.0,1019000,2026.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,92424.0,554000,2022.0,autojarov
Renault,KADJAR,1.5 DCI,Diesel,Automatic,124910.0,239000,2016.0,autojarov
Škoda,OCTAVIA,1.0 TSI,Petrol,Automatic,132500.0,384000,2021.0,autojarov
SEAT,Leon,1.5 ETSI,Petrol,Automatic,69305.0,509000,2022.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,40400.0,1039900,2024.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,31950.0,595000,2024.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,0.0,1254000,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1449900,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1407200,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1379900,2026.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Automatic,20405.0,849900,2024.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,30165.0,619900,2024.0,autojarov
Škoda,SUPERB,2.0 TSI,Petrol,Automatic,30621.0,959900,2024.0,autojarov
Volkswagen,Tiguan,1.5 TSI,Petrol,Automatic,36155.0,709900,2023.0,autojarov
CUPRA,Ateca,2.0 TSI,Petrol,Automatic,0.0,929900,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,4831.0,569900,2024.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,19702.0,609900,2024.0,autojarov
Škoda,SCALA,1.0 TSI,Petrol,Automatic,17295.0,414000,2020.0,autojarov
Volkswagen,Polo,1.0 TSI,Petrol,Manual,0.0,496900,2026.0,autojarov
Audi,A6,,Diesel,Automatic,135319.0,759900,2021.0,autojarov
Škoda,KAROQ,2.0 TDI,Diesel,Manual,0.0,887900,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,0.0,579900,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Manual,0.0,549900,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,0.0,749000,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,79738.0,555000,2019.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,56253.0,439000,2022.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Manual,169815.0,469000,2021.0,autojarov
Volkswagen,Passat,1.5 TSI,Petrol,Manual,47380.0,509000,2022.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,27940.0,619900,2024.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,24545.0,569900,2024.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,16810.0,974000,2024.0,autojarov
SEAT,Leon,1.5 ETSI,Petrol,Automatic,22709.0,599900,2024.0,autojarov
SEAT,Leon,1.5 TSI,Petrol,Manual,173485.0,289900,2020.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,0.0,749000,2026.0,autojarov
CUPRA,Ateca,2.0 TSI,Petrol,Automatic,5000.0,879900,2025.0,autojarov
Volkswagen,PASSAT,2.0 TDI,Diesel,Automatic,135823.0,479900,2021.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,0.0,519000,2026.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Automatic,0.0,549000,2026.0,autojarov
Škoda,OCTAVIA,1.5 TSI,Petrol,Manual,14022.0,639900,2024.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,30050.0,629900,2024.0,autojarov
Volkswagen,Allspace,2.0 TDI,Diesel,Automatic,74766.0,798000,2023.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,117373.0,709900,2022.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,13610.0,829000,2024.0,autojarov
Volkswagen,PASSAT,2.0 TDI,Diesel,Automatic,136984.0,479900,2021.0,autojarov
Volkswagen,Tiguan,1.5 ETSI,Petrol,Automatic,0.0,1102900,2026.0,autojarov
Audi,Q3,,Diesel,Automatic,5000.0,1199000,2025.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,40450.0,554900,2023.0,autojarov
Volkswagen,ID.,,Electric,Automatic,0.0,1049900,2026.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,20027.0,684000,2022.0,autojarov
Volkswagen,Golf,2.0 TSI,Petrol,Automatic,8700.0,999900,2025.0,autojarov
Škoda,Kodiaq,2.0 TDI,Diesel,Automatic,31360.0,1174900,2024.0,autojarov
Audi,A5,,Diesel,Automatic,0.0,1479000,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,181445.0,349000,2021.0,autojarov
Volkswagen,Tiguan,2.0 TSI,Petrol,Automatic,109042.0,639900,2022.0,autojarov
Audi,A1,,Petrol,Manual,0.0,619000,2026.0,autojarov
Audi,Q2,,Petrol,Automatic,1000.0,899000,2025.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,77009.0,639000,2022.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Automatic,25813.0,955000,2024.0,autojarov
SEAT,Leon,2.0 TDI,Diesel,Automatic,162863.0,369000,2022.0,autojarov
Audi,A6,,Diesel,Automatic,72496.0,849900,2020.0,autojarov
Audi,A6,,Diesel,Automatic,6593.0,1739900,2024.0,autojarov
Škoda,SUPERB,1.4 TSI,Hybrid,Automatic,123827.0,464000,2021.0,autojarov
CUPRA,Formentor,1.5 ETSI,Hybrid,Automatic,0.0,829900,2026.0,autojarov
CUPRA,Formentor,1.5 ETSI,Hybrid,Automatic,0.0,839900,2026.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,0.0,1429900,2026.0,autojarov
CUPRA,FORMENTOR,2.0 TSI,Petrol,Automatic,45959.0,674000,2023.0,autojarov
Audi,A6,,Petrol,Automatic,96841.0,969900,2022.0,autojarov
Audi,Q3,,Diesel,Automatic,0.0,1144900,2026.0,autojarov
Audi,Q3,,Diesel,Automatic,0.0,1189900,2026.0,autojarov
Volkswagen Užitkové vozy,Entry,2.0 TDI,Diesel,Manual,0.0,1236154,2026.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Automatic,37912.0,519900,2020.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,0.0,479900,2026.0,autojarov
Audi,Q3,,Diesel,Automatic,0.0,1219000,2026.0,autojarov
Audi,A6,,Diesel,Automatic,65075.0,799900,2021.0,autojarov
Volkswagen Užitkové vozy,Akční,2.0 TSI,Petrol,Automatic,0.0,1669900,2026.0,autojarov
CUPRA,Terramar,2.0 TSI,Petrol,Automatic,0.0,913900,2026.0,autojarov
Audi,A6,,Diesel,Automatic,12399.0,1699900,2024.0,autojarov
Volkswagen Užitkové vozy,Nový,2.0 TDI,Diesel,Manual,0.0,1088887,2026.0,autojarov
Volkswagen Užitkové vozy,Entry,2.0 TDI,Diesel,Manual,0.0,1280197,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,1.5 TSI,Hybrid,Automatic,0.0,1649000,2026.0,autojarov
Volkswagen,TIGUAN,2.0 TDI,Diesel,Automatic,170563.0,529900,2022.0,autojarov
Audi,Q5,,Petrol,Automatic,0.0,1379000,2026.0,autojarov
Audi,A6,,Diesel,Automatic,27869.0,1369900,2024.0,autojarov
Audi,Q5,,Diesel,Automatic,0.0,1399000,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,0.0,950700,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Automatic,0.0,935900,2026.0,autojarov
Volkswagen,Passat,1.5 TSI,Petrol,Manual,48768.0,484000,2022.0,autojarov
CUPRA,Leon,2.0 TSI,Petrol,Automatic,5000.0,879900,2025.0,autojarov
Audi,Q3,,Diesel,Automatic,33613.0,879900,2022.0,autojarov
Škoda,KAMIQ,1.5 TSI,Petrol,Automatic,0.0,692100,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,0.0,635800,2026.0,autojarov
Škoda,KAMIQ,1.0 TSI,Petrol,Automatic,0.0,641700,2026.0,autojarov
Škoda,KAMIQ,1.5 TSI,Petrol,Automatic,0.0,705700,2026.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,29808.0,809000,2024.0,autojarov
Audi,A6,,Petrol,Automatic,134607.0,949900,2021.0,autojarov
Audi,A6,,Diesel,Automatic,62143.0,949900,2022.0,autojarov
Volkswagen Užitkové vozy,Multivan,2.0 TDI,Diesel,Automatic,0.0,1499900,2026.0,autojarov
Škoda,OCTAVIA,2.0 TDI,Diesel,Manual,27972.0,549900,2024.0,autojarov
Audi,A5,,Petrol,Automatic,0.0,999000,2026.0,autojarov
Volkswagen,TOUAREG,3.0 TDI,Diesel,Automatic,75317.0,1299900,2021.0,autojarov
Volkswagen,ARTEON,2.0 TSI,Petrol,Automatic,83035.0,554000,2020.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1088000,2026.0,autojarov
Audi,A3,,Petrol,Automatic,0.0,839000,2026.0,autojarov
Audi,A3,,Petrol,Automatic,0.0,829000,2026.0,autojarov
Audi,Q3,,Diesel,Automatic,0.0,1119900,2026.0,autojarov
Volkswagen,Allspace,2.0 TDI,Diesel,Automatic,148808.0,439000,2019.0,autojarov
Audi,A6,,Diesel,Automatic,26366.0,1369900,2024.0,autojarov
Audi,Q3,,Diesel,Automatic,0.0,1139900,2026.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,139412.0,589900,2020.0,autojarov
CUPRA,Formentor,1.5 TSI,Petrol,Manual,25306.0,649900,2023.0,autojarov
CUPRA,Formentor,1.5 ETSI,Hybrid,Automatic,10000.0,889900,2026.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,0.0,939100,2026.0,autojarov
Audi,A3,,Petrol,Automatic,0.0,799000,2026.0,autojarov
Volkswagen,Tayron,2.0 TSI,Petrol,Automatic,0.0,1606700,2026.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1689600,2026.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,12000.0,1410000,2026.0,autojarov
Volkswagen,Taigo,1.0 TSI,Petrol,Automatic,0.0,599900,2026.0,autojarov
Volkswagen,Tayron,1.5 TSI,Hybrid,Automatic,0.0,1225900,2026.0,autojarov
Audi,A6,,Diesel,Automatic,0.0,1779900,2026.0,autojarov
Volkswagen,Golf,1.5 TSI,Petrol,Manual,0.0,608000,2026.0,autojarov
Volkswagen,Golf,1.5 TSI,Petrol,Manual,12000.0,608000,2026.0,autojarov
Škoda,SUPERB,2.0 TDI,Diesel,Automatic,0.0,1109900,2026.0,autojarov
Volkswagen,Golf,1.5 ETSI,Petrol,Automatic,0.0,887400,2026.0,autojarov
Volkswagen,Touran,1.5 TSI,Petrol,Automatic,7000.0,840000,2025.0,autojarov
Volkswagen,Touran,1.5 TSI,Petrol,Automatic,0.0,880000,2026.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1083000,2026.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1079000,2026.0,autojarov
Audi,A6,,Diesel,Automatic,27079.0,1399900,2024.0,autojarov
Audi,A5,,Diesel,Automatic,0.0,1469000,2026.0,autojarov
Audi,S5,,Petrol,Automatic,28523.0,1244900,2022.0,autojarov
Škoda,KAROQ,1.5 TSI,Petrol,Automatic,64264.0,669900,2022.0,autojarov
Audi,A6,,Diesel,Automatic,20807.0,1289900,2024.0,autojarov
Audi,A6,,Diesel,Automatic,29864.0,1149900,2024.0,autojarov
Škoda,KODIAQ,2.0 TDI,Diesel,Automatic,95296.0,619900,2022.0,autojarov
Audi,A6,,Diesel,Automatic,28182.0,1349900,2024.0,autojarov
Audi,S6,,Diesel,Automatic,12208.0,1649900,2024.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,0.0,459500,2026.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,0.0,1182000,2026.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,0.0,1186000,2026.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,0.0,966000,2026.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,0.0,970000,2026.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,0.0,1165000,2026.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,0.0,1169000,2026.0,autojarov
Škoda,OCTAVIA,2.0 TSI,Petrol,Automatic,0.0,1155700,2026.0,autojarov
Audi,A6,,Diesel,Automatic,19794.0,1189900,2023.0,autojarov
Volkswagen,Polo,1.0 TSI,Petrol,Manual,0.0,493900,2026.0,autojarov
Volkswagen,Polo,1.0 TSI,Petrol,Manual,0.0,477900,2026.0,autojarov
Audi,SQ5,,Diesel,Automatic,29341.0,1099900,2022.0,autojarov
Audi,Q5,,Diesel,Automatic,0.0,1699000,2026.0,autojarov
CUPRA,FORMENTOR,2.0 TSI,Petrol,Automatic,48065.0,629900,2023.0,autojarov
Audi,Q5,,Diesel,Automatic,0.0,1839000,2026.0,autojarov
Audi,A5,,Diesel,Automatic,0.0,1649000,2026.0,autojarov
Audi,A6,,Diesel,Automatic,0.0,1589000,2026.0,autojarov
Audi,A3,,Petrol,Automatic,1000.0,979000,2026.0,autojarov
Audi,Q2,,Petrol,Automatic,0.0,969000,2026.0,autojarov
Volkswagen,Polo,1.0 TSI,Petrol,Manual,0.0,499900,2026.0,autojarov
Volkswagen,T-Cross,1.0 TSI,Petrol,Manual,5000.0,499000,2025.0,autojarov
Volkswagen,Polo,1.0 TSI,Petrol,Manual,7000.0,480000,2025.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1525000,2026.0,autojarov
Volkswagen,Tayron,2.0 TDI,Diesel,Automatic,0.0,1772900,2026.0,autojarov
Volkswagen,Tayron,1.5 ETSI,Petrol,Automatic,0.0,999000,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,,Diesel,Manual,0.0,1043357,2026.0,autojarov
Audi,Q3,,Diesel,Automatic,0.0,1249900,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,2.0 TDI,Diesel,Manual,0.0,846471,2025.0,autojarov
Volkswagen Užitkové vozy,Akční,2.0 TDI,Diesel,Automatic,0.0,1369000,2025.0,autojarov
Volkswagen,T-Cross,1.0 TSI,Petrol,Automatic,0.0,596900,2025.0,autojarov
Audi,Q5,,Diesel,Automatic,0.0,1799000,2026.0,autojarov
Audi,Q3,,Diesel,Automatic,0.0,1259000,2026.0,autojarov
Škoda,FABIA,1.0 TSI,Petrol,Manual,0.0,524900,2026.0,autojarov
Volkswagen Užitkové vozy,Akční,2.0 TDI,Diesel,Automatic,0.0,1546900,2026.0,autojarov
SEAT,Leon,,Hybrid,Automatic,10000.0,819900,2024.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Automatic,0.0,1025000,2026.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Automatic,0.0,1059000,2026.0,autojarov
Volkswagen,Tiguan,1.5 ETSI,Petrol,Automatic,0.0,1085000,2026.0,autojarov
Volkswagen,Tiguan,1.5 ETSI,Petrol,Automatic,0.0,1089000,2026.0,autojarov
Volkswagen,Tiguan,1.5 ETSI,Petrol,Automatic,0.0,1109000,2026.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,0.0,1313000,2026.0,autojarov
Volkswagen,Tiguan,2.0 TDI,Diesel,Automatic,0.0,1611500,2026.0,autojarov
Volkswagen,Tiguan,2.0 TSI,Petrol,Automatic,0.0,1246000,2026.0,autojarov
Volkswagen,Golf,1.5 TSI,Petrol,Manual,0.0,686000,2026.0,autojarov
Volkswagen,Golf,1.5 TSI,Petrol,Manual,0.0,806100,2026.0,autojarov
Volkswagen,Golf,1.5 TSI,Petrol,Manual,5000.0,599000,2025.0,autojarov
Volkswagen,Passat,2.0 TDI,Diesel,Automatic,5000.0,1040000,2026.0,autojarov
CUPRA,Terramar,1.5 ETSI,Petrol,Automatic,5000.0,939900,2026.0,autojarov
Audi,A5,,Diesel,Automatic,6000.0,1469000,2025.0,autojarov
Audi,Q5,,Diesel,Automatic,0.0,1729900,2026.0,autojarov
Audi,Q3,,Diesel,Automatic,0.0,1229000,2026.0,autojarov
CUPRA,Formentor,1.5 ETSI,Hybrid,Automatic,7500.0,859900,2024.0,autojarov
Volkswagen Užitkové vozy,California,6.1 BEACH,Diesel,Automatic,9000.0,1619900,2024.0,autojarov
Škoda,"Kodiaq,",,Diesel,Automatic,29915.0,1120000,2024.0,aaaauto
Volkswagen,"Passat,",,Diesel,Automatic,134628.0,290000,2018.0,aaaauto
Škoda,"Superb,",,Diesel,Automatic,161212.0,470000,2019.0,aaaauto
BMW,"X5,",,Diesel,Automatic,166344.0,510000,2017.0,aaaauto
Škoda,"Kodiaq,",,Diesel,Automatic,181756.0,440000,2019.0,aaaauto
Škoda,"Kodiaq,",,Diesel,Automatic,159948.0,430000,2019.0,aaaauto
Hyundai,"Tucson,",,Diesel,Manual,139842.0,230000,2016.0,aaaauto
Škoda,"Karoq,",,Petrol,Automatic,163126.0,430000,2022.0,aaaauto
Kia,"Sportage,",,Diesel,Manual,164777.0,150000,2013.0,aaaauto
Seat,"Leon,",,Diesel,Automatic,119894.0,230000,2020.0,aaaauto
Tesla,Model,,,Automatic,448.0,480000,2021.0,aaaauto
Škoda,"Kodiaq,",,Diesel,Automatic,146402.0,650000,2019.0,aaaauto
BMW,"X3,",,Diesel,Automatic,161663.0,350000,2016.0,aaaauto
Audi,"A6,",,Diesel,Automatic,86265.0,280000,2013.0,aaaauto
Škoda,"Kodiaq,",,Diesel,Automatic,146040.0,440000,2017.0,aaaauto
Škoda,"Kodiaq,",,Diesel,Automatic,189482.0,590000,2020.0,aaaauto
Volkswagen,"Passat,",,Diesel,Automatic,167694.0,350000,2018.0,aaaauto
Opel,"Vivaro,",,Diesel,Manual,82219.0,510000,2022.0,aaaauto
Ford,"S-Max,",,Diesel,Manual,122634.0,210000,2017.0,aaaauto
Volkswagen,"Arteon,",,Petrol,Automatic,97023.0,360000,2018.0,aaaauto
Volkswagen,"Tiguan,",,Diesel,Automatic,177734.0,340000,2017.0,aaaauto
Škoda,"Superb,",,Diesel,Automatic,107755.0,390000,2019.0,aaaauto
Hyundai,"Tucson,",,Petrol,Manual,153756.0,260000,2018.0,aaaauto
Hyundai,"Tucson,",,Petrol,Manual,110296.0,360000,2019.0,aaaauto
Škoda,"Octavia,",,Diesel,Automatic,86729.0,430000,2022.0,aaaauto
Toyota,"RAV4,",,Diesel,Manual,123574.0,310000,2016.0,aaaauto
Kia,"Sportage,",,,Manual,100955.0,200000,2015.0,aaaauto
Ford,"Mondeo,",,Diesel,Manual,153400.0,200000,2016.0,aaaauto
Škoda,"Octavia,",,Diesel,Manual,124318.0,230000,2018.0,aaaauto
Dacia,"Duster,",,,Manual,80854.0,230000,2022.0,aaaauto
